Rk,Name,Age,Team,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
158,Eloy Jiménez,27,CHW,-0.5,65,249,229,18,55,9,0,5,16,3,0,18,47,0.24,0.297,0.345,0.642,84,0.284,80,79,11,1,0,1,1,D/H9,,jimenel02
158,Eloy Jiménez,27,BAL,-0.2,33,100,95,7,22,5,0,1,7,0,0,4,23,0.232,0.27,0.316,0.586,72,0.276,81,30,2,1,0,0,0,D/H,,jimenel02
159,Willie Calhoun*,29,LAA,-0.2,68,254,229,26,56,16,0,5,20,0,1,23,31,0.245,0.315,0.38,0.695,97,0.301,92,87,5,1,0,1,1,D/H37,,calhowi01
160,Daz Cameron,27,OAK,-0.5,66,186,170,22,34,5,1,5,15,5,0,13,51,0.2,0.258,0.329,0.587,70,0.268,69,56,3,1,0,2,0,79H8/D,,camerda01
161,Evan Carter*,21,TEX,0.6,45,162,144,23,27,6,2,5,15,2,0,15,43,0.188,0.272,0.361,0.633,80,0.284,79,52,1,2,0,1,0,7/9HD8,,carteev01
162,Kyle Farmer,33,MIN,-0.3,107,242,215,26,46,13,1,5,25,3,5,19,49,0.214,0.293,0.353,0.647,82,0.281,80,76,6,6,0,2,1,45H6/13D,,farmeky01
163,Jackson Holliday*,20,BAL,0.1,60,208,190,28,36,4,2,5,23,4,0,15,69,0.189,0.255,0.311,0.565,66,0.265,70,59,1,2,0,1,0,4/H6D,,hollija01
164,Andy Ibáñez,31,DET,1.4,99,244,224,30,54,9,1,5,32,2,3,15,63,0.241,0.295,0.357,0.652,85,0.289,86,80,2,3,0,2,0,H453/7D6,,ibanean01
165,Alex Kirilloff*,26,MIN,-0.6,57,178,159,20,32,8,3,5,20,0,0,15,47,0.201,0.27,0.384,0.653,81,0.287,79,61,5,1,0,3,0,7D3/H9,,kirilal01
166,Alejandro Kirk,25,TOR,2.1,103,386,340,23,86,19,1,5,54,0,0,35,51,0.253,0.319,0.359,0.677,94,0.303,94,122,11,2,0,9,1,2/HD,,kirkal01
167,Kyle Manzardo*,23,CLE,0,53,156,145,11,34,12,0,5,15,0,0,9,41,0.234,0.282,0.421,0.703,97,0.307,96,61,3,1,0,1,0,DH/3,,manzaky01
168,Jorge Mateo,29,BAL,0.8,68,208,192,30,44,14,2,5,18,13,2,10,48,0.229,0.267,0.401,0.668,93,0.294,87,77,3,1,2,3,0,4/6H8D,,mateojo01
169,Kyle McCann*,26,OAK,0.2,54,157,140,13,33,4,0,5,15,0,0,16,59,0.236,0.318,0.371,0.69,101,0.305,100,52,2,1,0,0,1,2/HD,,mccanky01
170,Chas McCormick,29,HOU,-0.6,94,267,242,32,51,6,1,5,27,8,2,17,72,0.211,0.271,0.306,0.576,66,0.274,71,74,3,4,1,3,0,798/H,,mccorch01
171,Richie Palacios*,27,TBR,1.8,92,316,264,46,59,8,1,5,21,19,1,45,67,0.223,0.346,0.318,0.664,94,0.318,96,84,5,5,0,1,2,497H/D56,,palacri01
172,Daniel Schneemann*,27,CLE,0.6,73,221,193,17,42,10,2,5,22,3,2,25,70,0.218,0.303,0.368,0.671,91,0.297,90,71,1,0,0,3,0,6589H/47D,,schneda04
173,Gio Urshela,32,DET,-0.3,92,325,300,25,73,10,1,5,37,0,0,19,49,0.243,0.286,0.333,0.619,76,0.284,79,100,12,1,0,5,1,53/HD,,urshegi01
174,Miguel Andujar,29,OAK,0.4,75,319,302,31,86,14,1,4,30,3,2,13,42,0.285,0.32,0.377,0.697,103,0.308,103,114,10,3,0,1,0,7/D3H,,andujmi01
175,Bo Bichette,26,TOR,-0.3,81,336,311,29,70,16,1,4,31,5,1,20,64,0.225,0.277,0.322,0.598,71,0.269,68,100,12,3,0,2,1,6,,bichebo01
176,Dairon Blanco,31,KCR,0.1,88,132,120,37,31,4,0,4,13,31,7,8,32,0.258,0.308,0.392,0.699,96,0.327,85,47,2,1,1,1,0,H798D,,blancda02
177,J.D. Davis,31,2TM,-0.4,46,157,142,13,31,5,0,4,6,0,0,12,39,0.218,0.293,0.338,0.631,83,0.278,79,48,5,3,0,0,0,35/DH,,davisjd01
177,J.D. Davis,31,OAK,-0.1,39,135,123,12,29,4,0,4,5,0,0,9,30,0.236,0.304,0.366,0.67,94,0.292,91,45,3,3,0,0,0,35/DH,,davisjd01
177,J.D. Davis,31,NYY,-0.2,7,22,19,1,2,1,0,0,1,0,0,3,9,0.105,0.227,0.158,0.385,13,0.191,12,3,2,0,0,0,0,/3DH,,davisjd01
178,Brandon Drury,31,LAA,-2,97,360,325,28,55,7,0,4,15,1,0,27,81,0.169,0.242,0.228,0.469,35,0.228,38,74,13,5,0,3,0,45D3/H,,drurybr01
179,Mauricio Dubón,29,HOU,1.1,137,428,402,45,108,25,0,4,47,3,2,16,55,0.269,0.296,0.361,0.657,88,0.289,85,145,6,2,3,5,0,7483H95/6,,dubonma01
180,Adam Frazier*,32,KCR,0.3,104,294,262,35,53,10,1,4,22,3,0,22,59,0.202,0.282,0.294,0.576,63,0.269,64,77,0,7,3,0,0,4H9D7/53,,fraziad01
181,Jason Heyward*,34,HOU,0.3,24,61,55,8,12,2,0,4,9,1,0,5,17,0.218,0.283,0.473,0.756,112,0.316,102,26,0,0,0,0,2,9/7H8,,heywaja01
182,Leo Jiménez,23,TOR,0.8,63,210,179,18,41,11,0,4,19,0,0,12,59,0.229,0.329,0.358,0.686,97,0.31,99,64,6,16,0,3,0,64/HD,,jimenle01
183,Niko Kavadas*,25,LAA,-0.2,30,106,93,11,17,2,0,4,8,1,0,11,41,0.183,0.283,0.333,0.616,75,0.28,74,31,0,2,0,0,0,D/3H,,kavadni01
184,Kevin Kiermaier*,34,TOR,0.9,82,217,200,24,39,7,2,4,18,5,0,10,66,0.195,0.236,0.31,0.546,55,0.25,51,62,3,1,5,1,0,8/H9D,,kiermke01
185,Heston Kjerstad*,25,BAL,0.4,39,114,99,8,25,2,0,4,14,1,0,10,33,0.253,0.351,0.394,0.745,119,0.336,123,39,0,5,0,0,2,D7H/9,,kjershe01
186,Martín Maldonado,37,CHW,-1.3,48,147,135,9,16,3,0,4,11,0,0,8,51,0.119,0.174,0.23,0.403,15,0.18,5,31,5,1,3,0,0,2,,maldoma01
187,Manuel Margot,29,MIN,-0.6,129,343,315,37,75,17,1,4,31,5,0,21,54,0.238,0.289,0.337,0.626,76,0.281,72,106,10,3,1,3,0,*79H8/D,,margoma01
188,Zach McKinstry*,29,DET,0.8,118,325,297,32,64,14,5,4,23,16,0,24,69,0.215,0.277,0.337,0.614,74,0.288,74,100,3,2,0,2,0,65H479/1D,,mckinza01
